sl.no,word,mood,score
2769,gruesomely,negative,-1
2770,gruff,negative,-1
2771,grumble,negative,-1
2772,grumpier,negative,-1
2773,grumpiest,negative,-1
2774,grumpily,negative,-1
2775,grumpish,negative,-1
2776,grumpy,negative,-1
2777,guarantee,positive,1
2778,guidance,positive,1
2779,guile,negative,-1
2780,guilt,negative,-1
2781,guiltily,negative,-1
2782,guiltless,positive,1
2783,guilty,negative,-1
2784,gullible,negative,-1
2785,gumption,positive,1
2786,gush,positive,1
2787,gusto,positive,1
2788,gutless,negative,-1
2789,gutsy,positive,1
2790,gutter,negative,-1
2791,hack,negative,-1
2792,hacks,negative,-1
2793,haggard,negative,-1
2794,haggle,negative,-1
2795,hail,positive,1
2796,hairloss,negative,-1
2797,halcyon,positive,1
2798,hale,positive,1
2799,halfhearted,negative,-1
2800,halfheartedly,negative,-1
2801,hallmark,positive,1
2802,hallmarks,positive,1
2803,hallowed,positive,1
2804,hallucinate,negative,-1
2805,hallucination,negative,-1
2806,hamper,negative,-1
2807,hampered,negative,-1
2808,handicapped,negative,-1
2809,handier,positive,1
2810,handily,positive,1
2811,hands-down,positive,1
2812,handsome,positive,1
2813,handsomely,positive,1
2814,handy,positive,1
2815,hang,negative,-1
2816,hangs,negative,-1
2817,haphazard,negative,-1
2818,hapless,negative,-1
2819,happier,positive,1
2820,happily,positive,1
2821,happiness,positive,1
2822,happy,positive,1
2823,harangue,negative,-1
2824,harass,negative,-1
2825,harassed,negative,-1
2826,harasses,negative,-1
2827,harassment,negative,-1
2828,harboring,negative,-1
2829,harbors,negative,-1
2830,hard,negative,-1
2831,hardball,negative,-1
2832,harden,negative,-1
2833,hardened,negative,-1
2834,hardheaded,negative,-1
2835,hardhearted,negative,-1
2836,hard-hit,negative,-1
2837,hardier,positive,1
2838,hard-line,negative,-1
2839,hardliner,negative,-1
2840,hard-liner,negative,-1
2841,hardliners,negative,-1
2842,hardship,negative,-1
2843,hardships,negative,-1
2844,hard-working,positive,1
2845,hardy,positive,1
2846,harm,negative,-1
2847,harmed,negative,-1
2848,harmful,negative,-1
2849,harmless,positive,1
2850,harmonious,positive,1
2851,harmoniously,positive,1
2852,harmonize,positive,1
2853,harmony,positive,1
2854,harms,negative,-1
2855,harpy,negative,-1
2856,harridan,negative,-1
2857,harried,negative,-1
2858,harrow,negative,-1
2859,harsh,negative,-1
2860,harshly,negative,-1
2861,hasseling,negative,-1
2862,hassle,negative,-1
2863,hassled,negative,-1
2864,hassles,negative,-1
2865,haste,negative,-1
2866,hastily,negative,-1
2867,hasty,negative,-1
2868,hate,negative,-1
2869,hated,negative,-1
2870,hateful,negative,-1
2871,hatefully,negative,-1
2872,hatefulness,negative,-1
2873,hater,negative,-1
2874,haters,negative,-1
2875,hates,negative,-1
2876,hating,negative,-1
2877,hatred,negative,-1
2878,haughtily,negative,-1
2879,haughty,negative,-1
2880,haunt,negative,-1
2881,haunting,negative,-1
2882,havoc,negative,-1
2883,hawkish,negative,-1
2884,haywire,negative,-1
2885,hazard,negative,-1
2886,hazardous,negative,-1
2887,haze,negative,-1
2888,hazy,negative,-1
2889,headache,negative,-1
2890,headaches,negative,-1
2891,head-aches,negative,-1
2892,headway,positive,1
2893,heal,positive,1
2894,healthful,positive,1
2895,healthy,positive,1
2896,heartbreaker,negative,-1
2897,heartbreaking,negative,-1
2898,heartbreakingly,negative,-1
2899,hearten,positive,1
2900,heartening,positive,1
2901,heartfelt,positive,1
2902,heartily,positive,1
2903,heartless,negative,-1
2904,heartwarming,positive,1
2905,heathen,negative,-1
2906,heaven,positive,1
2907,heavenly,positive,1
2908,heavy-handed,negative,-1
2909,heavyhearted,negative,-1
2910,heck,negative,-1
2911,heckle,negative,-1
2912,heckled,negative,-1
2913,heckles,negative,-1
2914,hectic,negative,-1
2915,hedge,negative,-1
2916,hedonistic,negative,-1
2917,heedless,negative,-1
2918,hefty,negative,-1
2919,hegemonism,negative,-1
2920,hegemonistic,negative,-1
2921,hegemony,negative,-1
2922,heinous,negative,-1
2923,hell,negative,-1
2924,hell-bent,negative,-1
2925,hellion,negative,-1
2926,hells,negative,-1
2927,helped,positive,1
2928,helpful,positive,1
2929,helping,positive,1
2930,helpless,negative,-1
2931,helplessly,negative,-1
2932,helplessness,negative,-1
2933,heresy,negative,-1
2934,heretic,negative,-1
2935,heretical,negative,-1
2936,hero,positive,1
2937,heroic,positive,1
2938,heroically,positive,1
2939,heroine,positive,1
2940,heroize,positive,1
2941,heros,positive,1
2942,hesitant,negative,-1
2943,hestitant,negative,-1
2944,hideous,negative,-1
2945,hideously,negative,-1
2946,hideousness,negative,-1
2947,high-priced,negative,-1
2948,high-quality,positive,1
2949,high-spirited,positive,1
2950,hilarious,positive,1
2951,hiliarious,negative,-1
2952,hinder,negative,-1
2953,hindrance,negative,-1
2954,hiss,negative,-1
2955,hissed,negative,-1
2956,hissing,negative,-1
2957,hoard,negative,-1
2958,hoax,negative,-1
2959,hobble,negative,-1
2960,hogs,negative,-1
2961,ho-hum,negative,-1
2962,hollow,negative,-1
2963,holy,positive,1
2964,homage,positive,1
2965,honest,positive,1
2966,honesty,positive,1
2967,honor,positive,1
2968,honorable,positive,1
2969,honored,positive,1
2970,honoring,positive,1
2971,hoodium,negative,-1
2972,hoodwink,negative,-1
2973,hooligan,negative,-1
2974,hooray,positive,1
2975,hopeful,positive,1
2976,hopeless,negative,-1
2977,hopelessly,negative,-1
2978,hopelessness,negative,-1
2979,horde,negative,-1
2980,horrendous,negative,-1
2981,horrendously,negative,-1
2982,horrible,negative,-1
2983,horrid,negative,-1
2984,horrific,negative,-1
2985,horrified,negative,-1
2986,horrifies,negative,-1
2987,horrify,negative,-1
2988,horrifying,negative,-1
2989,horrifys,negative,-1
2990,hospitable,positive,1
2991,hostage,negative,-1
2992,hostile,negative,-1
2993,hostilities,negative,-1
2994,hostility,negative,-1
2995,hot,positive,1
2996,hotbeds,negative,-1
2997,hotcake,positive,1
2998,hotcakes,positive,1
2999,hothead,negative,-1
3000,hotheaded,negative,-1
3001,hothouse,negative,-1
3002,hottest,positive,1
3003,hubris,negative,-1
3004,huckster,negative,-1
3005,hug,positive,1
3006,hum,negative,-1
3007,humane,positive,1
3008,humble,positive,1
3009,humid,negative,-1
3010,humiliate,negative,-1
3011,humiliating,negative,-1
3012,humiliation,negative,-1
3013,humility,positive,1
3014,humming,negative,-1
3015,humor,positive,1
3016,humorous,positive,1
3017,humorously,positive,1
3018,humour,positive,1
3019,humourous,positive,1
3020,hung,negative,-1
3021,hurt,negative,-1
3022,hurted,negative,-1
3023,hurtful,negative,-1
3024,hurting,negative,-1
3025,hurts,negative,-1
3026,hustler,negative,-1
3027,hype,negative,-1
3028,hypocricy,negative,-1
3029,hypocrisy,negative,-1
3030,hypocrite,negative,-1
3031,hypocrites,negative,-1
3032,hypocritical,negative,-1
3033,hypocritically,negative,-1
3034,hysteria,negative,-1
3035,hysteric,negative,-1
3036,hysterical,negative,-1
3037,hysterically,negative,-1
3038,hysterics,negative,-1
3039,ideal,positive,1
3040,idealize,positive,1
3041,ideally,positive,1
3042,idiocies,negative,-1
3043,idiocy,negative,-1
3044,idiot,negative,-1
3045,idiotic,negative,-1
3046,idiotically,negative,-1
3047,idiots,negative,-1
3048,idle,negative,-1
3049,idol,positive,1
3050,idolize,positive,1
3051,idolized,positive,1
3052,idyllic,positive,1
3053,ignoble,negative,-1
3054,ignominious,negative,-1
3055,ignominiously,negative,-1
3056,ignominy,negative,-1
3057,ignorance,negative,-1
3058,ignorant,negative,-1
3059,ignore,negative,-1
3060,ill-advised,negative,-1
3061,ill-conceived,negative,-1
3062,ill-defined,negative,-1
3063,ill-designed,negative,-1
3064,illegal,negative,-1
3065,illegally,negative,-1
3066,illegitimate,negative,-1
3067,ill-fated,negative,-1
3068,ill-favored,negative,-1
3069,ill-formed,negative,-1
3070,illicit,negative,-1
3071,illiterate,negative,-1
3072,ill-mannered,negative,-1
3073,ill-natured,negative,-1
3074,illness,negative,-1
3075,illogic,negative,-1
3076,illogical,negative,-1
3077,illogically,negative,-1
3078,ill-sorted,negative,-1
3079,ill-tempered,negative,-1
3080,ill-treated,negative,-1
3081,ill-treatment,negative,-1
3082,illuminate,positive,1
3083,illuminati,positive,1
3084,illuminating,positive,1
3085,illumine,positive,1
3086,ill-usage,negative,-1
3087,ill-used,negative,-1
3088,illusion,negative,-1
3089,illusions,negative,-1
3090,illusory,negative,-1
3091,illustrious,positive,1
3092,ilu,positive,1
3093,imaculate,positive,1
3094,imaginary,negative,-1
3095,imaginative,positive,1
3096,imbalance,negative,-1
3097,imbecile,negative,-1
3098,imbroglio,negative,-1
3099,immaculate,positive,1
3100,immaculately,positive,1
3101,immaterial,negative,-1
3102,immature,negative,-1
3103,immense,positive,1
3104,imminence,negative,-1
3105,imminently,negative,-1
3106,immobilized,negative,-1
3107,immoderate,negative,-1
3108,immoderately,negative,-1
3109,immodest,negative,-1
3110,immoral,negative,-1
3111,immorality,negative,-1
3112,immorally,negative,-1
3113,immovable,negative,-1
3114,impair,negative,-1
3115,impaired,negative,-1
3116,impartial,positive,1
3117,impartiality,positive,1
3118,impartially,positive,1
3119,impasse,negative,-1
3120,impassioned,positive,1
3121,impatience,negative,-1
3122,impatient,negative,-1
3123,impatiently,negative,-1
3124,impeach,negative,-1
3125,impeccable,positive,1
3126,impeccably,positive,1
3127,impedance,negative,-1
3128,impede,negative,-1
3129,impediment,negative,-1
3130,impending,negative,-1
3131,impenitent,negative,-1
3132,imperfect,negative,-1
3133,imperfection,negative,-1
3134,imperfections,negative,-1
3135,imperfectly,negative,-1
3136,imperialist,negative,-1
3137,imperil,negative,-1
3138,imperious,negative,-1
3139,imperiously,negative,-1
3140,impermissible,negative,-1
3141,impersonal,negative,-1
3142,impertinent,negative,-1
3143,impetuous,negative,-1
3144,impetuously,negative,-1
3145,impiety,negative,-1
3146,impinge,negative,-1
3147,impious,negative,-1
3148,implacable,negative,-1
3149,implausible,negative,-1
3150,implausibly,negative,-1
3151,implicate,negative,-1
3152,implication,negative,-1
3153,implode,negative,-1
3154,impolite,negative,-1
3155,impolitely,negative,-1
3156,impolitic,negative,-1
3157,important,positive,1
3158,importunate,negative,-1
3159,importune,negative,-1
3160,impose,negative,-1
3161,imposers,negative,-1
3162,imposing,negative,-1
3163,imposition,negative,-1
3164,impossible,negative,-1
3165,impossiblity,negative,-1
3166,impossibly,negative,-1
3167,impotent,negative,-1
3168,impoverish,negative,-1
3169,impoverished,negative,-1
3170,impractical,negative,-1
3171,imprecate,negative,-1
3172,imprecise,negative,-1
3173,imprecisely,negative,-1
3174,imprecision,negative,-1
3175,impress,positive,1
3176,impressed,positive,1
3177,impresses,positive,1
3178,impressive,positive,1
3179,impressively,positive,1
3180,impressiveness,positive,1
3181,imprison,negative,-1
3182,imprisonment,negative,-1
3183,improbability,negative,-1
3184,improbable,negative,-1
3185,improbably,negative,-1
3186,improper,negative,-1
3187,improperly,negative,-1
3188,impropriety,negative,-1
3189,improve,positive,1
3190,improved,positive,1
3191,improvement,positive,1
3192,improvements,positive,1
3193,improves,positive,1
3194,improving,positive,1
3195,imprudence,negative,-1
3196,imprudent,negative,-1
3197,impudence,negative,-1
3198,impudent,negative,-1
3199,impudently,negative,-1
3200,impugn,negative,-1
3201,impulsive,negative,-1
3202,impulsively,negative,-1
3203,impunity,negative,-1
3204,impure,negative,-1
3205,impurity,negative,-1
3206,inability,negative,-1
3207,inaccuracies,negative,-1
3208,inaccuracy,negative,-1
3209,inaccurate,negative,-1
3210,inaccurately,negative,-1
3211,inaction,negative,-1
3212,inactive,negative,-1
3213,inadequacy,negative,-1
3214,inadequate,negative,-1
3215,inadequately,negative,-1
3216,inadverent,negative,-1
3217,inadverently,negative,-1
3218,inadvisable,negative,-1
3219,inadvisably,negative,-1
3220,inane,negative,-1
3221,inanely,negative,-1
3222,inappropriate,negative,-1
3223,inappropriately,negative,-1
3224,inapt,negative,-1
3225,inaptitude,negative,-1
3226,inarticulate,negative,-1
3227,inattentive,negative,-1
3228,inaudible,negative,-1
3229,incapable,negative,-1
3230,incapably,negative,-1
3231,incautious,negative,-1
3232,incendiary,negative,-1
3233,incense,negative,-1
3234,incessant,negative,-1
3235,incessantly,negative,-1
3236,incite,negative,-1
3237,incitement,negative,-1
3238,incivility,negative,-1
3239,inclement,negative,-1
3240,incognizant,negative,-1
3241,incoherence,negative,-1
3242,incoherent,negative,-1
3243,incoherently,negative,-1
3244,incommensurate,negative,-1
3245,incomparable,negative,-1
3246,incomparably,negative,-1
3247,incompatability,negative,-1
3248,incompatibility,negative,-1
3249,incompatible,negative,-1
3250,incompetence,negative,-1
3251,incompetent,negative,-1
3252,incompetently,negative,-1
3253,incomplete,negative,-1
3254,incompliant,negative,-1
3255,incomprehensible,negative,-1
3256,incomprehension,negative,-1
3257,inconceivable,negative,-1
3258,inconceivably,negative,-1
3259,incongruous,negative,-1
3260,incongruously,negative,-1
3261,inconsequent,negative,-1
3262,inconsequential,negative,-1
3263,inconsequentially,negative,-1
3264,inconsequently,negative,-1
3265,inconsiderate,negative,-1
3266,inconsiderately,negative,-1
3267,inconsistence,negative,-1
3268,inconsistencies,negative,-1
3269,inconsistency,negative,-1
3270,inconsistent,negative,-1
3271,inconsolable,negative,-1
3272,inconsolably,negative,-1
3273,inconstant,negative,-1
3274,inconvenience,negative,-1
3275,inconveniently,negative,-1
3276,incorrect,negative,-1
3277,incorrectly,negative,-1
3278,incorrigible,negative,-1
3279,incorrigibly,negative,-1
3280,incredible,positive,1
3281,incredibly,positive,1
3282,incredulous,negative,-1
3283,incredulously,negative,-1
3284,inculcate,negative,-1
3285,indebted,positive,1
3286,indecency,negative,-1
3287,indecent,negative,-1
3288,indecently,negative,-1
3289,indecision,negative,-1
3290,indecisive,negative,-1
3291,indecisively,negative,-1
3292,indecorum,negative,-1
3293,indefensible,negative,-1
3294,indelicate,negative,-1
3295,indeterminable,negative,-1
3296,indeterminably,negative,-1
3297,indeterminate,negative,-1
3298,indifference,negative,-1
3299,indifferent,negative,-1
3300,indigent,negative,-1
3301,indignant,negative,-1
3302,indignantly,negative,-1
3303,indignation,negative,-1
3304,indignity,negative,-1
3305,indiscernible,negative,-1
3306,indiscreet,negative,-1
3307,indiscreetly,negative,-1
3308,indiscretion,negative,-1
3309,indiscriminate,negative,-1
3310,indiscriminately,negative,-1
3311,indiscriminating,negative,-1
3312,indistinguishable,negative,-1
3313,individualized,positive,1
3314,indoctrinate,negative,-1
3315,indoctrination,negative,-1
3316,indolent,negative,-1
3317,indulge,negative,-1
3318,indulgence,positive,1
3319,indulgent,positive,1
3320,industrious,positive,1
3321,ineffective,negative,-1
3322,ineffectively,negative,-1
3323,ineffectiveness,negative,-1
3324,ineffectual,negative,-1
3325,ineffectually,negative,-1
3326,ineffectualness,negative,-1
3327,inefficacious,negative,-1
3328,inefficacy,negative,-1
3329,inefficiency,negative,-1
3330,inefficient,negative,-1
3331,inefficiently,negative,-1
3332,inelegance,negative,-1
3333,inelegant,negative,-1
3334,ineligible,negative,-1
3335,ineloquent,negative,-1
3336,ineloquently,negative,-1
3337,inept,negative,-1
3338,ineptitude,negative,-1
3339,ineptly,negative,-1
3340,inequalities,negative,-1
3341,inequality,negative,-1
3342,inequitable,negative,-1
3343,inequitably,negative,-1
3344,inequities,negative,-1
3345,inescapable,negative,-1
3346,inescapably,negative,-1
3347,inessential,negative,-1
3348,inestimable,positive,1
3349,inestimably,positive,1
3350,inevitable,negative,-1
3351,inevitably,negative,-1
3352,inexcusable,negative,-1
3353,inexcusably,negative,-1
3354,inexorable,negative,-1
3355,inexorably,negative,-1
3356,inexpensive,positive,1
